ID Glass,Archive no,Manufacture method,Colour,Area,Context,Context code,Context ID,Military catalogue number,Military page number,Military figure,Baths&M catalogue number,Baths&M page number,Baths&M figure
413,"210ai","Blown","Colourless",90,205,90.205,3518,0,0,,237,,
414,"210aj","Blown","Colourless",90,206,90.206,3519,0,0,,238,,
415,"210ak","Blown","Colourless",91,46,91.046,3664,0,0,,719,,
416,"210al","Blown","Colourless",91,56,91.056,3672,0,0,,720,,
417,"210am","Blown","Colourless",97,197,97.197,4188,0,0,,36,,
418,"210an","Blown","Colourless",98,5,98.005,4299,0,0,,239,,
419,"210ao","Blown","Colourless",98,8,98.008,4302,0,0,,240,,
420,"210ap","Blown","Colourless",98,19,98.019,4313,0,0,,241,,
421,"210aq","Blown","Colourless",98,20,98.02,4314,0,0,,242,,
422,"210ar","Blown","Colourless",98,61,98.061,4355,0,0,,243,,
423,"210as","Blown","Colourless",98,69,98.069,4363,0,0,,244,,
424,"210at","Blown","Colourless",98,75,98.075,4369,0,0,,245,,
425,"210au","Blown","Colourless",98,78,98.078,4372,0,0,,246,,
426,"210av","Blown","Colourless",98,81,98.081,4375,0,0,,247,,
427,"210aw","Blown","Colourless",98,90,98.09,4384,0,0,,248,,
428,"210ax","Blown","Colourless",98,93,98.093,4387,0,0,,249,,
429,"210az","Blown","Colourless",98,98,98.098,4392,0,0,,250,,
430,"210ba","Blown","Colourless",98,108,98.108,4402,0,0,,251,,
431,"210bb","Blown","Colourless",98,138,98.138,4431,0,0,,252,,
432,"210bc","Blown","Colourless",98,139,98.139,4432,0,0,,253,,
433,"210bf","Blown","Colourless",16,0,16.0,7000,0,0,,1014,,
434,"210bg","Blown","Colourless",48,14,48.014,1463,0,0,,1014,,
435,"210bh","Blown","Colourless",90,0,90.0,7000,0,0,,254,,
436,"210bi","Blown","Colourless",92,0,92.0,7000,0,0,,901,,
437,"210bj","Blown","Colourless",98,0,98.0,7000,0,0,,255,,
438,"210bl","Blown","Colourless",0,0,0.0,7001,0,0,,,,
439,"210bm","Blown","Colourless",84,235,84.235,6644,162,249,,,,
440,"210bn","Blown","Colourless",80,181,80.181,2524,0,0,,256,,
441,"210bo","Blown","Colourless",91,137,91.137,3730,0,0,,37,,
442,"210bp","Blown","Colourless",97,133,97.133,4124,0,0,,257,,
443,"210bq","Blown","Colourless",80,74,80.074,2422,0,0,,258,,
444,"210br","Blown","Colourless",90,56,90.056,3371,0,0,,259,,
445,"210bs","Blown","Colourless",90,92,90.092,3407,0,0,,260,,
446,"210bt","Blown","Colourless",90,95,90.095,3410,0,0,,261,,
447,"210bu","Blown","Colourless",90,101,90.101,3416,0,0,,262,,
448,"210bv","Blown","Colourless",90,120,90.12,3435,0,0,,263,,
449,"210bw","Blown","Colourless",90,125,90.125,3440,0,0,,264,,
450,"210bx","Blown","Colourless",90,139,90.139,3454,0,0,,265,,
451,"210by","Blown","Colourless",97,100,97.1,4091,0,0,,266,,
452,"210bz","Blown","Colourless",98,40,98.04,4334,0,0,,267,,
453,"210ca","Blown","Colourless",98,46,98.046,4340,0,0,,268,,
454,"210cb","Blown","Colourless",98,47,98.047,4341,0,0,,269,,
455,211,"Blown","Blue/green",0,0,0.0,7001,163,249,6.6,,,
456,212,"Blown","Blue/green",73,25,73.025,6610,164,249,6.6,,,
457,213,"Blown","Blue/green",50,18,50.018,5528,165,249,6.6,,,
458,214,"Blown","Blue/green",0,0,0.0,7001,166,249,6.6,,,
459,215,"Blown","Blue/green",19,18,19.018,6572,167,249,6.6,,,
460,216,"Blown","Blue/green",0,0,0.0,7001,168,249,,,,
461,217,"Blown","Blue/green",98,138,98.138,4431,169,249,6.6,270,,
462,218,"Blown","Blue/green",78,5,78.005,6615,170,249,,,,
463,219,"Blown","Blue/green",72,48,72.048,5816,171,249,6.6,,,
464,220,"Blown","Blue/green",92,20,92.02,3814,173,249,6.6,902,,
465,221,"Blown","Blue/green",92,61,92.061,6436,174,249,,,,
466,222,"Blown","Blue/green",90,167,90.167,3482,175,249,6.6,271,,
467,"222b","Blown","Blue/green",85,248,85.248,6667,176,249,,,,
468,"222c","Blown","Blue/green",92,61,92.061,6436,177,249,,,,
469,222d,"Blown","Blue/green",10,21,10.021,5319,177,249,,,,
470,"222e","Blown","Blue/green",0,9,109.009,4598,177,249,,991,,
471,222f,"Blown","Blue/green",0,0,0.0,7001,177,249,,,,
472,223,"Blown","Blue/green",85,238,85.238,3089,178,249,6.6,38,,
473,224,"Blown","Blue/green",0,0,0.0,7001,179,250,,,,
474,225,"Blown","Blue/green",0,0,0.0,7001,180,250,6.6,,,
475,226,"Blown","Blue/green",0,0,0.0,7001,181,250,6.6,,,
476,"226b","Blown","Blue/green",92,61,92.061,6436,182,250,,,,
477,"226c","Blown","Blue/green",92,61,92.061,6436,183,250,,,,
478,226d,"Blown","Blue/green",98,138,98.138,4431,183,250,,272,,
479,227,"Blown","Blue/green",51,21,51.021,1741,184,250,6.6,39,,4.37
480,228,"Blown","Blue/green",90,56,90.056,3371,0,0,,273,174,4.39
481,229,"Blown","Blue/green",80,3,80.003,2352,0,0,,274,174,
482,230,"Blown","Blue/green",98,83,98.083,4377,0,0,,275,174,4.39
483,231,"Blown","Blue/green",90,205,90.205,3518,0,0,,276,174,
484,232,"Blown","Blue/green",63,0,63.0,7000,0,0,,903,180,4.39
485,233,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
486,234,"Blown","Blue/green",98,124,98.124,4418,0,0,,40,171,
487,235,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
488,236,"Blown","Blue/green",98,126,98.126,4420,0,0,,277,174,4.40
489,237,"Blown","Blue/green",98,83,98.083,4377,0,0,,278,174,4.39
490,238,"Blown","Blue/green",92,45,92.045,3833,0,0,,904,180,4.39
491,239,"Blown","Blue/green",84,49,84.049,2839,0,0,,905,180,4.39
492,240,"Blown","Blue/green",84,45,84.045,2835,0,0,,721,178,4.39
493,241,"Blown","Blue/green",58,5,58.005,1982,0,0,,1015,182,4.39
494,242,"Blown","Blue/green",84,0,84.0,7000,0,0,,722,178,
495,"242b","Blown","Blue/green",92,18,92.018,3813,0,0,,906,180,
496,243,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
497,244,"Blown","Blue/green",84,49,84.049,2839,0,0,,723,178,4.39
498,245,"Blown","Blue/green",80,49,80.049,2397,0,0,,279,174,4.39
499,246,"Blown","Blue/green",91,56,91.056,3672,0,0,,724,178,4.44
500,247,"Blown","Blue/green",33,2,33.002,1071,0,0,,907,180,4.44
501,248,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
502,249,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
503,250,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
504,251,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
505,252,"Blown","Blue/green",47,17,47.017,1430,0,0,,908,180,4.44
506,253,"Blown","Blue/green",98,12,98.012,4306,0,0,,280,174,
507,254,"Blown","Blue/green",22,2,22.002,862,0,0,,1016,182,4.44
508,255,"Blown","Blue/green",98,16,98.016,4310,0,0,,281,174,
509,"255b","Blown","Blue/green",58,5,58.005,1982,0,0,,1017,182,
510,"255c","Blown","Blue/green",98,90,98.09,4384,0,0,,282,174,
511,256,"Blown","Blue/green",92,61,92.061,6436,185,250,6.6,,,
512,257,"Blown","Blue/green",90,184,90.184,3499,0,0,,41,171,
513,"257b","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
514,258,"Blown","Blue/green",47,17,47.017,1430,0,0,,909,180,
515,259,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
516,260,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
517,261,"Blown","Blue/green",25,30,25.03,1019,0,0,,1018,182,
518,"261b","Blown","Blue/green",47,17,47.017,1430,0,0,,910,180,
519,"261c","Blown","Blue/green",41,42,41.042,5462,187,250,,,,
520,261d,"Blown","Blue/green",50,52,50.052,5548,188,250,,,,
521,263,"Blown","Blue/green",24,0,24.0,7000,0,0,,1019,182,
522,264,"Blown","Blue/green",98,138,98.138,4431,0,0,,286,174,4.38
523,265,"Blown","Blue/green",84,49,84.049,2839,0,0,,725,178,
524,266,"Blown","Blue/green",16,153,16.153,762,0,0,,1020,182,
525,267,"Blown","Blue/green",90,204,90.204,3517,0,0,,287,174,4.38
526,269,"Blown","Blue/green",90,174,90.174,3489,0,0,,289,174,
527,270,"Blown","Blue/green",70,16,70.016,6599,189,250,6.6,,,
528,"270b","Blown","Blue/green",90,226,90.226,3538,0,0,,290,174,
529,271,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
530,"271b","Blown","Blue/green",0,39,102.039,6706,0,0,,,,
531,271d,"Blown","Blue/green",78,5,78.005,6615,190,250,,,,
532,"271e","Blown","Blue/green",80,181,80.181,2524,0,0,,292,174,
533,271f,"Blown","Blue/green",58,4,58.004,1981,0,0,,294,174,
534,"271g","Blown","Blue/green",98,145,98.145,4438,0,0,,294,174,
535,272,"Blown","Blue/green",90,205,90.205,3518,0,0,,296,174,
536,273,"Blown","Blue/green",67,26,67.026,2204,0,0,,911,180,4.38
537,"273b","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
538,274,"Blown","Blue/green",36,22,36.022,1157,0,0,,1022,182,
539,276,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
540,278,"Blown","Blue/green",91,23,91.023,3641,0,0,,726,178,4.38
541,279,"Blown","Blue/green",47,15,47.015,1428,0,0,,912,180,
542,280,"Blown","Blue/green",66,9,66.009,2183,0,0,,913,180,
543,281,"Blown","Blue/green",98,87,98.087,4381,0,0,,297,174,
544,"281b","Blown","Blue/green",90,247,90.247,4957,191,250,,,,
545,"281c","Blown","Blue/green",90,222,90.222,3534,0,0,,298,174,
546,281d,"Blown","Blue/green",51,9,51.009,1732,0,0,,914,180,
547,"281e","Blown","Blue/green",83,114,83.114,2699,0,0,,727,178,
548,281f,"Blown","Blue/green",98,52,98.052,4346,0,0,,299,174,
549,"281g","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
550,282,"Blown","Blue/green",90,0,90.0,7000,0,0,,300,174,4.40
551,"282b","Blown","Blue/green",38,49,38.049,1260,0,0,,992,181,
552,283,"Blown","Blue/green",87,0,87.0,7000,0,0,,728,178,4.40
553,284,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
554,285,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
555,"285b","Blown","Blue/green",98,101,98.101,4395,0,0,,301,174,
556,"285c","Blown","Blue/green",84,0,84.0,7000,0,0,,729,178,
557,286,"Blown","Blue/green",0,0,0.0,7001,193,250,6.6,,,
558,287,"Blown","Blue/green",91,110,91.11,6677,194,250,6.6,,,
559,289,"Blown","Blue/green",83,0,83.0,7000,196,250,6.6,,,
560,290,"Blown","Blue/green",80,7,80.007,2356,0,0,,302,174,4.40
561,291,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
562,292,"Blown","Blue/green",86,3,86.003,3114,0,0,,730,178,4.40
563,293,"Blown","Blue/green",84,342,84.342,6657,0,0,,,,
564,294,"Blown","Blue/green",60,10,60.01,2017,0,0,,1023,182,
565,296,"Blown","Blue/green",83,111,83.111,2696,0,0,,732,178,
566,"296b","Blown","Blue/green",23,9,23.009,935,0,0,,1024,182,
567,297,"Blown","Blue/green",90,184,90.184,3499,0,0,,42,171,
568,"297b","Blown","Blue/green",39,28,39.028,4890,0,0,,,,
569,"297c","Blown","Blue/green",80,64,80.064,2412,0,0,,303,174,
570,297d,"Blown","Blue/green",80,0,80.0,7000,0,0,,304,174,
571,"297e","Blown","Blue/green",98,145,98.145,4438,0,0,,305,174,
572,298,"Blown","Blue/green",72,67,72.067,5828,197,250,6.6,,,
573,299,"Blown","Blue/green",78,12,78.012,6027,198,250,,,,
574,300,"Blown","Blue/green",77,2,77.002,2308,0,0,,915,180,
575,"300b","Blown","Blue/green",91,23,91.023,3641,0,0,,733,178,
576,"300c","Blown","Blue/green",22,29,22.029,889,0,0,,,,
577,300d,"Blown","Blue/green",84,0,84.0,7000,0,0,,734,178,
578,301,"Blown","Blue/green",97,133,97.133,4124,0,0,,306,174,
579,"301b","Blown","Blue/green",90,204,90.204,3517,0,0,,307,174,
580,"301c","Blown","Blue/green",98,51,98.051,4345,0,0,,308,174,
581,302,"Blown","Blue/green",7,55,7.055,5283,200,250,6.6,,,
582,303,"Blown","Blue/green",98,130,98.13,4424,201,250,6.6,43,171,
583,304,"Blown","Blue/green",0,0,0.0,7001,202,250,6.6,,,
584,305,"Blown","Blue/green",7,57,7.057,6559,203,250,6.6,,,
585,306,"Blown","Blue/green",75,2,75.002,2294,204,251,,916,180,
586,307,"Blown","Blue/green",51,13,51.013,1736,205,251,,917,180,
587,"309b","Blown","Blue/green",78,5,78.005,6615,208,251,,,,
588,"309c","Blown","Blue/green",98,131,98.131,6700,208,251,,,,
589,309d,"Blown","Blue/green",90,82,90.082,3397,208,251,,309,174,
590,"309e","Blown","Blue/green",98,61,98.061,4355,208,251,,310,174,
591,309f,"Blown","Blue/green",80,181,80.181,2524,208,251,,311,174,
592,"309g","Blown","Blue/green",80,215,80.125,6621,209,251,,,,
593,310,"Blown","Blue/green",83,34,83.034,2666,0,0,,735,178,4.44
594,311,"Blown","Blue/green",50,31,50.031,6589,210,251,6.6,,,
595,312,"Blown","Blue/green",58,9,58.009,1986,0,0,,1026,182,4.44
596,313,"Blown","Blue/green",40,0,40.0,7000,0,0,,918,180,4.44
597,"313b","Blown","Blue/green",91,101,91.101,3714,0,0,,45,172,
598,"313c","Blown","Blue/green",90,97,90.097,3412,0,0,,312,174,
599,314,"Blown","Blue/green",51,20,51.02,5599,211,251,6.7,,,
600,315,"Blown","Blue/green",38,15,38.015,1227,212,251,6.7,993,181,
601,316,"Blown","Blue/green",84,71,84.071,6625,213,251,6.7,,,
602,"316b","Blown","Blue/green",0,0,0.0,7001,214,251,,,,
603,317,"Blown","Blue/green",80,154,80.154,2499,0,0,,313,174,
604,318,"Blown","Blue/green",39,8,39.008,6578,0,0,,,,
605,320,"Blown","Blue/green",64,6,64.006,2118,0,0,,1027,182,4.44
606,321,"Blown","Blue/green",92,1,92.001,3797,0,0,,919,180,4.44
607,322,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
608,323,"Blown","Blue/green",47,17,47.017,1430,0,0,,920,180,
609,324,"Blown","Blue/green",22,2,22.002,862,0,0,,1028,182,4.44
610,"324b","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
611,325,"Blown","Blue/green",22,57,22.057,917,0,0,,1029,182,
612,"325b","Blown","Blue/green",47,17,47.017,1430,0,0,,920,180,
613,"325c","Blown","Blue/green",58,4,58.004,1981,0,0,,1030,182,
614,325d,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
615,326,"Blown","Blue/green",47,15,47.015,1428,0,0,,921,180,
616,327,"Blown","Blue/green",47,0,47.0,7000,0,0,,923,180,4.44
617,328,"Blown","Blue/green",47,15,47.015,1428,0,0,,922,180,4.44
618,330,"Blown","Blue/green",82,10,82.01,2606,0,0,,1031,182,
619,"330b","Blown","Blue/green",90,222,90.222,3534,0,0,,315,174,
620,"330c","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
621,331,"Blown","Blue/green",83,516,83.516,2722,0,0,,736,178,4.44
622,332,"Blown","Blue/green",7,60,7.06,5280,215,251,6.7,,,
623,333,"Blown","Blue/green",49,0,49.0,7000,216,251,6.7,1032,182,
624,334,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
625,"334b","Blown","Blue/green",90,0,90.0,7000,0,0,,316,175,
626,"334c","Blown","Blue/green",98,84,98.084,4378,0,0,,317,175,
627,335,"Blown","Blue/green",98,98,98.098,4392,0,0,,924,180,
628,336,"Blown","Blue/green",83,523,83.523,2729,0,0,,737,178,4.44
629,337,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
630,338,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
631,339,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
632,340,"Blown","Blue/green",80,4,80.004,2353,0,0,,318,175,4.40
633,343,"Blown","Blue/green",78,6,78.006,2318,0,0,,925,180,
634,"343b","Blown","Blue/green",97,142,97.142,4133,0,0,,319,175,
635,"343c","Blown","Blue/green",58,5,58.005,1982,0,0,,1033,182,
636,343d,"Blown","Blue/green",93,2,93.002,3837,0,0,,738,178,
637,"343e","Blown","Blue/green",98,8,98.008,4302,0,0,,320,175,
638,343f,"Blown","Blue/green",85,105,85.105,3017,0,0,,739,178,
639,"343h","Blown","Blue/green",97,133,97.133,4124,0,0,,321,175,
640,"343i","Blown","Blue/green",97,139,97.139,4130,0,0,,322,175,
641,344,"Blown","Blue/green",51,21,51.021,1741,217,251,6.7,46,,
642,"344b","Blown","Blue/green",92,63,92.063,6412,218,251,,,,
643,"344c","Blown","Blue/green",98,124,98.124,4418,0,0,,47,,
644,344d,"Blown","Blue/green",91,56,91.056,3672,0,0,,740,178,
645,"344e","Blown","Blue/green",91,94,91.094,3707,0,0,,741,178,
646,"344g","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
647,"344h","Blown","Blue/green",90,164,90.164,3479,0,0,,323,175,
648,"344i","Blown","Blue/green",90,0,90.0,7000,0,0,,324,175,
649,345,"Blown","Blue/green",9,21,9.021,394,219,251,6.7,926,180,
650,347,"Blown","Blue/green",86,33,86.033,3144,0,0,,742,178,4.46
651,348,"Blown","Blue/green",92,72,92.072,4808,220,251,6.7,,,
652,349,"Blown","Blue/green",98,52,98.052,4346,0,0,,325,175,
653,350,"Blown","Blue/green",84,49,84.049,2839,0,0,,743,178,4.44
654,351,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
655,352,"Blown","Blue/green",92,4,92.004,3800,0,0,,927,180,4.46
656,353,"Blown","Blue/green",98,106,98.106,4400,0,0,,326,175,
657,354,"Blown","Blue/green",58,1,58.001,1978,0,0,,1034,182,
658,"354b","Blown","Blue/green",90,205,90.205,3518,0,0,,328,175,
659,"354c","Blown","Blue/green",90,169,90.169,3484,0,0,,329,175,
660,354d,"Blown","Blue/green",91,56,91.056,3672,0,0,,744,178,
661,354f,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
662,"354g","Blown","Blue/green",90,87,90.087,3402,0,0,,330,175,
663,"354h","Blown","Blue/green",90,133,90.133,3448,0,0,,331,175,
664,"354i","Blown","Blue/green",97,121,97.121,4112,0,0,,332,175,
665,355,"Blown","Blue/green",88,5,88.005,3213,221,251,6.7,745,178,
666,356,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
667,357,"Blown","Blue/green",80,41,80.041,2390,0,0,,333,175,4.46
668,358,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
669,"359b","Blown","Blue/green",98,154,98.145,4438,0,0,,334,175,
670,"359c","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
671,359d,"Blown","Blue/green",90,56,90.056,3371,0,0,,335,175,
672,360,"Blown","Blue/green",76,3,76.003,5951,222,251,6.7,,,
673,361,"Blown","Blue/green",86,4,86.004,3115,0,0,,,,
674,"361b","Blown","Blue/green",80,49,80.049,2397,0,0,,337,175,
675,"361c","Blown","Blue/green",98,20,98.02,4314,0,0,,338,175,
676,361d,"Blown","Blue/green",98,61,98.061,4355,0,0,,339,175,
677,"361e","Blown","Blue/green",98,98,98.098,4392,0,0,,340,175,
678,362,"Blown","Blue/green",83,534,83.534,2740,0,0,,746,178,
679,363,"Blown","Blue/green",84,52,84.052,2842,0,0,,747,178,
680,"363b","Blown","Blue/green",98,181,98.181,6702,0,0,,,,
681,364,"Blown","Blue/green",80,48,80.048,2396,0,0,,341,175,
682,365,"Blown","Blue/green",83,534,83.534,2740,0,0,,748,178,
683,366,"Blown","Blue/green",90,137,90.137,3452,0,0,,342,175,
684,367,"Blown","Blue/green",90,181,90.181,3496,0,0,,343,175,
685,"367b","Blown","Blue/green",14,31,14.031,5340,223,251,,,,
686,"367c","Blown","Blue/green",7,41,7.041,819,0,0,,,,
687,367d,"Blown","Blue/green",84,179,84.179,2918,0,0,,749,178,
688,"367e","Blown","Blue/green",88,5,88.005,3213,0,0,,750,178,
689,367f,"Blown","Blue/green",85,137,85.137,3048,0,0,,751,178,
690,"367g","Blown","Blue/green",84,178,84.178,2917,0,0,,752,178,
691,"367h","Blown","Blue/green",90,157,90.157,3472,0,0,,344,175,
692,"367i","Blown","Blue/green",90,204,90.204,3517,0,0,,345,175,
693,"367j","Blown","Blue/green",97,146,97.146,4137,0,0,,346,175,
694,"367k","Blown","Blue/green",98,32,98.032,4326,0,0,,347,175,
695,"367l","Blown","Blue/green",98,90,98.09,4384,0,0,,348,175,
696,"367m","Blown","Blue/green",0,0,0.0,7001,0,0,,,,
697,"367n","Blown","Blue/green",84,216,84.216,6643,0,0,,,,
698,"367o","Blown","Blue/green",91,93,91.093,3706,0,0,,753,178,
699,"367p","Blown","Blue/green",98,63,98.063,4357,0,0,,349,175,
700,368,"Blown","Blue/green",0,0,0.0,7001,0,0,,,,
701,"368b","Blown","Blue/green",84,71,84.071,6625,224,251,6.7,,,
702,"368c","Blown","Blue/green",80,141,80.141,2486,225,251,6.7,350,175,
703,368d,"Blown","Blue/green",90,141,90.141,3456,0,0,,351,175,
704,369,"Blown","Blue/green",84,52,84.052,2842,0,0,,754,178,
705,"369b","Blown","Blue/green",30,12,30.012,6575,226,251,,,,
706,"369c","Blown","Blue/green",34,37,34.037,5390,226,251,,,,
707,369d,"Blown","Blue/green",41,6,41.006,6580,226,251,,,,
708,"369e","Blown","Blue/green",50,52,50.052,5548,0,0,,,,
709,369f,"Blown","Blue/green",51,21,51.021,1741,0,0,,48,,
710,"369g","Blown","Blue/green",70,16,70.016,6599,0,0,,,,
711,"369h","Blown","Blue/green",70,17,70.017,2281,0,0,,928,,
854,"369ev","Blown","Blue/green",83,508,83.508,2715,0,0,,776,178,
855,"369ew","Blown","Blue/green",83,512,83.512,2718,0,0,,777,178,
856,"369ex","Blown","Blue/green",83,514,83.514,2720,0,0,,778,178,
857,"369ey","Blown","Blue/green",83,518,83.518,2724,0,0,,779,178,
858,"369ez","Blown","Blue/green",83,522,83.522,2728,0,0,,780,178,
859,"369fa","Blown","Blue/green",83,523,83.523,2729,0,0,,781,178,
860,"369fb","Blown","Blue/green",83,526,83.526,2732,0,0,,782,178,
861,"369fc","Blown","Blue/green",83,530,83.53,2736,0,0,,783,178,
862,"369fd","Blown","Blue/green",83,0,83.0,7000,0,0,,784,178,
863,"369fe","Blown","Blue/green",84,49,84.049,2839,0,0,,785,178,
864,"369ff","Blown","Blue/green",84,79,84.079,6194,0,0,,,,
865,"369fg","Blown","Blue/green",84,103,84.103,2868,0,0,,786,178,
866,"369fh","Blown","Blue/green",84,108,84.108,6635,0,0,,,,
867,"369fi","Blown","Blue/green",84,133,84.133,2883,0,0,,787,178,
868,"369fj","Blown","Blue/green",84,134,84.134,2884,0,0,,788,178,
869,"369fk","Blown","Blue/green",84,206,84.206,6640,0,0,,,,
